Scenario,GCM,global_mean_deviation_degC,1_dev_degC,2_dev_degC,3_dev_degC,4_dev_degC,5_dev_degC,6_dev_degC,7_dev_degC,8_dev_degC,9_dev_degC,10_dev_degC,11_dev_degC,12_dev_degC,13_dev_degC,14_dev_degC,15_dev_degC,16_dev_degC,17_dev_degC,18_dev_degC,19_dev_degC,all_dev_degC
ssp370,EC-Earth3-Veg,4.344717135389393,5.846051452542485,5.8943546755841485,9.856305058831756,8.610392965625454,7.751214612495571,5.4896278020694895,13.134338364123867,6.286805983388294,14.667428375539814,7.531871907438225,5.825310775959392,6.356804654129607,6.072801146650008,6.765653152618595,5.58817851251292,4.781169128663313,4.200887678571834,3.813712906531373,4.5002400596307215,6.4519129451650175
ssp370,FGOALS-f3-L,3.65269576471691,4.770516364622691,4.931923255947192,8.334659531266004,7.398420947746345,5.507071584412074,4.349723864483963,7.8975752873765686,4.159037270383192,9.455660932049122,6.03459977254847,4.024327475416991,5.179681246531504,5.297765326761083,5.2909583974770555,4.797144821246306,4.109223144218959,3.875699346019826,3.7261783465137226,3.9998709691330134,5.187854981426139
ssp370,GFDL-ESM4,3.478473514829821,4.8171311214699895,4.3992164726077165,7.194982765028575,5.942258805112852,4.680030050261729,3.080988231000089,7.519445014927126,4.152480338349042,8.454762369313105,5.149221122744197,4.766114989311395,4.615078274957289,4.502594600100539,4.634388674662591,4.07250749023905,4.293936626736766,3.188513728028809,3.149146583036773,3.113166862277126,4.553359195032149
ssp370,INM-CM4-8,3.218081634591999,4.241551119663194,4.2565500727867605,5.782621081540609,5.38072288281632,4.589448767244468,3.4030033415749728,6.5831464056542615,3.3856994300613676,7.442093377233471,5.300790741792531,3.9765566069013603,4.081517345071416,4.402093747785332,4.55292320555601,3.717699895029722,3.2031069806539505,2.820554361507027,2.704669496383025,3.198087576338807,4.221068743128248
ssp370,INM-CM5-0,3.239557275248461,3.998485315207051,4.188160465470654,6.2860523399045345,5.931484237118073,4.984883496946798,3.908747674546555,7.593415803084568,4.488318040945577,9.57960728685938,5.533901123197208,4.3314173730339744,4.150957671814138,4.189045130022438,4.271986640957732,3.6043314155002237,3.0044941568172874,2.8564703267365785,2.6203696858947154,3.0721226678105777,4.278611895401562
ssp370,MPI-ESM1-2-HR,3.393986131138263,4.679518521993581,4.383127779377114,6.947950968337156,5.947887138904622,5.154039352417155,3.5362248411586505,9.108989138796328,4.812236463102678,9.17804362452903,5.58628146261737,4.196887051642042,4.567372813451129,4.4046952036562885,4.3728055325302275,4.1130266243362055,4.066576893228839,3.273733634759162,3.3194307525558115,3.392543851405995,4.668559870360317
ssp370,MRI-ESM2-0,3.7600697973350408,4.58342786166809,4.3336433843616025,9.29459323437941,8.148229932640273,6.332884922775785,3.9509207238817057,9.694034608170648,3.69407404435058,9.131308204037406,5.504182892997653,4.132906602370883,4.7095441268434515,4.78390095016803,4.698213130159951,4.40337314011374,4.3204745777591596,3.438134612656404,3.610442560190106,4.304212885029787,5.058366305053795
ssp370,NorESM2-MM,3.318827777373406,4.912257251036053,4.789765630818491,6.694472617168712,6.792898141125127,4.650840789278703,2.299112650718578,7.346901718082461,3.7418243214436417,8.26506604568657,5.644535012116978,4.3864865590614865,4.591730379934648,5.1399144835767006,5.323274138962515,4.48013569480334,4.1043617665908725,2.5919274171359405,2.5040266037351584,2.2285725376114414,4.683562443957999
ssp585,BCC-CSM2-MR,4.151822355535117,7.3711903278203526,6.403865865622166,9.474177143472843,8.00139889312805,6.452301381112545,3.8742453513929975,10.527424134632593,5.021101968774983,10.509640302703863,7.507311445396797,5.2575164657088065,5.96786340509365,5.880280087690568,6.17129367063244,5.184121972801765,4.791214166241929,3.6920276791800744,3.577137489225149,4.2715803451036525,6.094923780840145
ssp585,CESM2,5.647950603222441,7.389995289052604,7.157837265247002,13.71780225186543,12.174391956631235,7.2352459263117,2.6526523279097516,9.890796763369611,4.175663359413681,11.070056082157379,8.787158318451066,6.71661637377496,7.080280174254952,7.633346161600144,7.445323880481752,6.6082497175683725,6.514647767985781,4.8814000251245435,4.881670145280114,6.9767540595967805,7.537985197159389
ssp585,CESM2-WACCM,5.6983626006391885,7.812796080281823,7.7162865365394735,13.360302888599563,11.820918922250689,7.724824289109409,3.8111045670512964,11.040716633873298,5.0970364371486685,11.405427081197848,8.652523239878184,6.261930437081506,6.841873902330931,7.347302641132577,7.051289930274512,6.430776037220454,6.472462164246051,5.167175954726562,4.676917705014904,7.30140520982589,7.6105905437249675
ssp585,EC-Earth3,5.46144682859165,7.250008837239267,7.301374697639588,13.496837094145505,12.302832766559195,11.180093568432563,8.680468438767392,17.347864553167053,8.788602560370844,17.630477237549478,9.463478355287089,7.536764447231124,8.5898035918817,8.051862921958335,8.860233951388286,7.16580743798099,5.8548611272889275,4.80974362135168,4.462020465899821,5.2215260032984165,8.401939221085502
ssp585,EC-Earth3-Veg,5.236236392578363,7.207868376846332,6.991372466355026,12.155570280202323,10.293986738125321,9.526901485834543,6.4883316500305765,15.144809291808315,7.525614659231607,16.748873127482373,9.049922514813725,6.99529358695502,7.9143160913499715,7.455404635622733,8.157059088903576,6.761163165610069,5.683188716549725,4.967638067357177,4.282277043932498,5.1066622672865325,7.775906634147338
ssp585,FGOALS-f3-L,4.401711490574238,5.518477132369665,5.890882063450514,10.020625404043505,8.754217651610364,6.9271669813857555,5.629833857770313,10.48129396861329,5.486993585852437,11.619673042073895,7.021770424128681,4.90625002608976,6.1635248807962935,6.310290435551565,6.219338399190207,5.887334290005231,4.905236377277165,4.524645680761955,4.468827581000747,5.052945706887567,6.244433208319324
ssp585,GFDL-ESM4,3.947099553289226,5.176691779655362,5.13695779507078,8.342078785292685,6.961148092216964,5.07730502482909,2.821735741831205,7.545772639078956,4.48130870916043,9.280384266288735,5.98265710458482,5.283853665192245,5.28914413793201,5.184468007361002,5.423319155655307,4.679786970826399,4.8074798800376275,3.561830391881165,3.5389590245040323,3.7177914965803383,5.171820720620619
ssp585,INM-CM4-8,3.7231689186071435,5.18832574304422,5.035158260848289,6.796222954875853,6.453802399101264,5.251317706371092,3.5912976942681896,7.185880833377499,3.473119045665874,9.138576239550966,6.30649812550684,4.755215947714637,4.950959414644663,5.044557276281546,5.078928764363871,4.331424243215054,3.679437786043027,3.351723995044125,3.0438494928611872,3.645675667920801,4.920716411761577
ssp585,INM-CM5-0,3.644483712706827,4.832263726350661,5.08318087913654,7.457281329603381,6.887378620910539,6.064558678576484,4.692945146313212,8.376043222130823,5.240796573353004,10.674558383692716,6.320141939571036,4.8600655138870765,4.890601602227548,5.019530387443569,4.991882959546823,4.381892013405926,3.412514858063781,3.1343969570537693,2.834629236332236,3.561248764997907,5.026355321237162
ssp585,MPI-ESM1-2-HR,3.9333157762057906,5.286348494306367,5.287081718269297,8.36376715823927,7.133918519979867,6.097144469857864,3.717221053781583,10.481163203653063,5.407754359524821,10.587664178623289,6.689541530666409,5.252714831001052,5.268863124060223,5.49206237973346,5.609631928794511,5.028726822520883,4.708168031872608,3.7845669739515215,3.642235255248059,3.846260207078612,5.573952586310645
ssp585,MRI-ESM2-0,4.540720346403868,5.121456741773192,5.423478562627642,11.069152261392611,9.50415703431484,7.43287938781649,4.556605877384587,11.158822890238511,4.273956143383501,10.838571109688544,6.550490187673409,5.039331735128789,5.697495938593431,5.974168331304037,5.90882006328795,5.700308481403965,5.172461140049469,4.053735587356362,3.9433035747090317,5.1894632585201155,6.104934625440708
ssp585,NorESM2-MM,4.099180786591464,6.677128094381379,5.997402605591262,8.468290482579429,8.530814038534757,5.5867530809990225,2.609068575019333,8.411183157610065,4.110049325141344,9.58418465183218,7.172207062416317,5.3829130214188865,5.8999134733474365,6.22832961589558,6.247957206019601,5.370524358367774,5.063120832100063,3.3468897441083953,3.1314267090576067,2.830597463189096,5.793946450351948
